Num_solicitud;IUM_Medicamento;id_importador;fecha_autorizacion;Tipo_solicitud
3522;1E1018521003100;13;3/04/2022;PACIENTE ESPECIFICO
3523;3A1011401000100;13;15/08/2022;PACIENTE ESPECIFICO
3524;3A1011401000100;13;2/08/2021;PACIENTE ESPECIFICO
3525;1R1022941000104;62;9/05/2022;PACIENTE ESPECIFICO
3526;1T1003321000100;64;31/07/2022;PACIENTE ESPECIFICO
3527;1M1024471000100;104;25/02/2020;PACIENTE ESPECIFICO
3528;1D1023251000100;135;18/06/2022;PACIENTE ESPECIFICO
3529;1L1005931001100;75;26/07/2022;PACIENTE ESPECIFICO
3530;1R1022941000104;62;4/06/2020;PACIENTE ESPECIFICO
3531;1P1000421000100;64;19/09/2020;PACIENTE ESPECIFICO
3532;1O1022861000100;121;8/04/2022;PACIENTE ESPECIFICO
3533;1F1001691000100;64;4/08/2022;PACIENTE ESPECIFICO
3534;1U1003271000100;95;29/07/2021;PACIENTE ESPECIFICO
3535;1T1018051000100;64;16/04/2021;PACIENTE ESPECIFICO
3536;1N1022901000100;16;1/07/2020;PACIENTE ESPECIFICO
3537;1T1012051000101;3;28/05/2022;PACIENTE ESPECIFICO
3538;1P1007681001100;97;30/08/2022;PACIENTE ESPECIFICO
3539;1V1001401000100;135;12/04/2022;PACIENTE ESPECIFICO
3540;1B1025791000100;13;14/07/2021;PACIENTE ESPECIFICO
3541;1P1000421001100;13;6/08/2021;PACIENTE ESPECIFICO
3542;1E10185221002100;62;22/01/2020;PACIENTE ESPECIFICO
3543;1S1026431000100;118;28/10/2020;PACIENTE ESPECIFICO
3544;1B1006501000100;13;16/02/2020;PACIENTE ESPECIFICO
3545;1C1006341000100;40;20/05/2021;PACIENTE ESPECIFICO
3546;1E10185221002100;62;31/01/2021;PACIENTE ESPECIFICO
3547;1C1001051002100;68;16/09/2020;PACIENTE ESPECIFICO
3548;1L1014091000100;64;9/12/2020;PACIENTE ESPECIFICO
3549;1P1014111000100;64;22/12/2020;PACIENTE ESPECIFICO
3550;1A1000321000100;13;1/04/2022;PACIENTE ESPECIFICO
3551;1I1000121000100;13;25/09/2022;PACIENTE ESPECIFICO
3552;1A1001711000100;117;31/07/2022;PACIENTE ESPECIFICO
3553;1A1000141000100;117;1/07/2020;PACIENTE ESPECIFICO
3554;1B1013551001100;70;16/08/2021;PACIENTE ESPECIFICO
3555;1B1000571001100;29;22/12/2020;PACIENTE ESPECIFICO
3556;1B1025731000100;13;10/09/2021;PACIENTE ESPECIFICO
3557;1P1003401000100;62;16/09/2021;PACIENTE ESPECIFICO
3558;1T1001161001100;110;20/06/2021;PACIENTE ESPECIFICO
3559;1U1026391000100;83;18/05/2021;PACIENTE ESPECIFICO
3560;1U1026361000100;83;3/03/2021;PACIENTE ESPECIFICO
3561;1D1000331000100;95;23/02/2021;PACIENTE ESPECIFICO
3562;1P1003401000100;62;19/06/2020;PACIENTE ESPECIFICO
3563;2T1004111000100;62;21/11/2022;PACIENTE ESPECIFICO
3564;1A1001701000100;117;21/06/2022;PACIENTE ESPECIFICO
3565;1A1000141000100;117;17/10/2020;PACIENTE ESPECIFICO
3566;1A1001711000100;117;10/11/2020;PACIENTE ESPECIFICO
3567;1A1000141000100;117;30/08/2022;PACIENTE ESPECIFICO
3568;1P1003401000100;62;27/05/2021;PACIENTE ESPECIFICO
3569;1P1003401000100;62;17/07/2020;PACIENTE ESPECIFICO
3570;1P1003401000100;113;24/06/2021;PACIENTE ESPECIFICO
3571;1C1000151000100;157;16/07/2020;PACIENTE ESPECIFICO
3572;1D1023251000100;135;17/09/2020;PACIENTE ESPECIFICO
3573;1R1001921000100;13;25/09/2020;PACIENTE ESPECIFICO
3574;1D1023251000100;135;7/10/2021;PACIENTE ESPECIFICO
3575;1P1003401000100;113;16/09/2020;PACIENTE ESPECIFICO
3576;1D1023251000100;135;29/10/2020;PACIENTE ESPECIFICO
3577;1M1000341000101;64;4/11/2021;PACIENTE ESPECIFICO
3578;1D1001991001100;153;25/05/2021;PACIENTE ESPECIFICO
3579;1I1024231000100;29;1/08/2022;PACIENTE ESPECIFICO
3580;1L1005941001100;75;28/03/2020;PACIENTE ESPECIFICO
3581;1T1000761000102;13;1/01/2021;PACIENTE ESPECIFICO
3582;1I1000121000100;13;18/05/2021;PACIENTE ESPECIFICO
3583;1A1000141000100;117;3/02/2020;PACIENTE ESPECIFICO
3584;1A1001711000100;117;1/09/2021;PACIENTE ESPECIFICO
3585;1L1001081000101;64;7/05/2022;PACIENTE ESPECIFICO
3586;1M1006441000100;92;2/05/2022;PACIENTE ESPECIFICO
3587;1M1008551000100;92;15/05/2021;PACIENTE ESPECIFICO
3588;1D1001091001100;64;21/02/2020;PACIENTE ESPECIFICO
3589;1O1013991000100;48;18/04/2021;PACIENTE ESPECIFICO
3590;1P1011551000101;114;14/11/2021;PACIENTE ESPECIFICO
3591;1I1000121000100;13;26/03/2022;PACIENTE ESPECIFICO
3592;1D1023251000100;135;10/03/2020;PACIENTE ESPECIFICO
3593;1A1000141000100;117;17/08/2020;PACIENTE ESPECIFICO
3594;1A1001701000100;117;1/01/2020;PACIENTE ESPECIFICO
3595;1P1000421000100;13;5/05/2021;PACIENTE ESPECIFICO
3596;1P1000421000100;95;10/06/2022;PACIENTE ESPECIFICO
3597;1L1022271001100;62;20/03/2022;PACIENTE ESPECIFICO
3598;1L1022261001100;62;23/11/2020;PACIENTE ESPECIFICO
3599;1N1025871000100;118;20/01/2022;PACIENTE ESPECIFICO
3600;1F1017941000100;4;22/05/2020;PACIENTE ESPECIFICO
3601;1A1020541000100;62;23/05/2021;PACIENTE ESPECIFICO
3602;1M1005531001101;58;28/02/2021;PACIENTE ESPECIFICO
3603;1P1012181002100;13;15/01/2021;PACIENTE ESPECIFICO
3604;1T1003321000101;13;8/10/2022;PACIENTE ESPECIFICO
3605;1C1020451000100;13;9/10/2020;PACIENTE ESPECIFICO
3606;1A1005551001;114;27/04/2020;PACIENTE ESPECIFICO
3607;1L1025421000100;115;10/07/2020;PACIENTE ESPECIFICO
3608;1P1003401000100;62;16/05/2021;PACIENTE ESPECIFICO
3609;1I1002461000100;151;10/02/2020;PACIENTE ESPECIFICO
3610;1R1000741000100;13;1/11/2021;PACIENTE ESPECIFICO
3611;1T1001911000100;67;1/04/2020;PACIENTE ESPECIFICO
3612;1B1000571003100;157;13/08/2020;PACIENTE ESPECIFICO
3613;1B1000571003100;157;4/04/2022;PACIENTE ESPECIFICO
3614;1P1012181003100;64;1/08/2020;PACIENTE ESPECIFICO
3615;1M1001541000100;128;9/01/2022;PACIENTE ESPECIFICO
3616;1C1000151000100;157;29/01/2020;PACIENTE ESPECIFICO
3617;1P1000161000100;157;18/02/2020;PACIENTE ESPECIFICO
3618;1S1026001000100;94;15/07/2021;PACIENTE ESPECIFICO
3619;1A1001761000100;13;2/05/2021;PACIENTE ESPECIFICO
3620;1L1022271001100;62;18/02/2022;PACIENTE ESPECIFICO
3621;1L1022261001100;62;17/04/2020;PACIENTE ESPECIFICO
3622;1P1003401000100;62;6/01/2021;PACIENTE ESPECIFICO
3623;1P1011551000100;117;18/12/2021;PACIENTE ESPECIFICO
3624;1H1012341000100;64;5/05/2020;PACIENTE ESPECIFICO
3625;1S1017541000100;64;23/05/2020;PACIENTE ESPECIFICO
3626;1P1000421000100;95;6/06/2020;PACIENTE ESPECIFICO
3627;1M1000341000100;155;17/07/2022;PACIENTE ESPECIFICO
3628;1P1000161000100;157;3/04/2020;PACIENTE ESPECIFICO
3629;1C1000151000100;157;21/10/2022;PACIENTE ESPECIFICO
3630;1C1006141000100;13;21/06/2020;PACIENTE ESPECIFICO
3631;1P1011551000100;117;15/03/2020;PACIENTE ESPECIFICO
3632;1D1000331000100;64;6/01/2021;PACIENTE ESPECIFICO
3633;1T1012051000101;70;4/02/2020;PACIENTE ESPECIFICO
3634;1F1002651000100;29;27/07/2021;PACIENTE ESPECIFICO
3635;1V1019711000106;1;20/03/2021;PACIENTE ESPECIFICO
3636;1M1018461000101;155;14/04/2022;PACIENTE ESPECIFICO
3637;1S1025981000100;130;29/03/2020;PACIENTE ESPECIFICO
3638;1D1000331000100;13;8/11/2021;PACIENTE ESPECIFICO
3639;1V1001401000100;135;15/06/2022;PACIENTE ESPECIFICO
3640;1S1011611000100;94;14/05/2021;PACIENTE ESPECIFICO
3641;1D1023251000100;135;2/11/2022;PACIENTE ESPECIFICO
3642;1T1000591001100;110;16/07/2020;PACIENTE ESPECIFICO
3643;1A1000101000101;13;28/09/2020;PACIENTE ESPECIFICO
3644;1C1006141000100;13;28/11/2022;PACIENTE ESPECIFICO
3645;1P1011551000100;117;26/04/2022;PACIENTE ESPECIFICO
3646;1P1012181002100;13;1/11/2022;PACIENTE ESPECIFICO
3647;1F1022811001100;64;1/03/2021;PACIENTE ESPECIFICO
3648;1M1000341000101;13;27/03/2020;PACIENTE ESPECIFICO
3649;1L1003331000100;64;15/02/2020;PACIENTE ESPECIFICO
3650;1I1024081000101;13;9/10/2020;PACIENTE ESPECIFICO
3651;1M1000341000101;13;1/03/2021;PACIENTE ESPECIFICO
3652;1E1001601000100;64;14/08/2022;PACIENTE ESPECIFICO
3653;1M1000341000100;155;9/03/2020;PACIENTE ESPECIFICO
3654;1A1003101000101;13;7/06/2022;PACIENTE ESPECIFICO
3655;1P1011551000100;117;2/04/2021;PACIENTE ESPECIFICO
3656;1L1022271000100;62;2/01/2022;PACIENTE ESPECIFICO
3657;1L1022261000100;62;6/11/2022;PACIENTE ESPECIFICO
3658;1D1000031001100;149;30/04/2022;PACIENTE ESPECIFICO
3659;1P1011551000100;117;9/06/2020;PACIENTE ESPECIFICO
3660;1P1003401000100;113;29/11/2020;PACIENTE ESPECIFICO
3661;1R1000741000100;62;14/02/2022;PACIENTE ESPECIFICO
3662;1O1024401000100;64;21/10/2022;PACIENTE ESPECIFICO
3663;1D1023251000100;135;20/06/2020;PACIENTE ESPECIFICO
3664;1C1000151001100;68;1/03/2022;PACIENTE ESPECIFICO
3665;2B1024441000100;118;31/03/2020;PACIENTE ESPECIFICO
3666;1M1000831000100;87;25/10/2020;PACIENTE ESPECIFICO
3667;1T1000981000100;13;17/02/2022;PACIENTE ESPECIFICO
3668;1L1014421000100;64;26/11/2022;PACIENTE ESPECIFICO
3669;1A1000101000103;13;28/09/2021;PACIENTE ESPECIFICO
3670;2V1011701000100;94;20/07/2022;PACIENTE ESPECIFICO
3671;1D1000331000100;64;14/12/2020;PACIENTE ESPECIFICO
3672;1A1001611000100;64;18/01/2021;PACIENTE ESPECIFICO
3673;1M1000831000100;87;26/01/2021;PACIENTE ESPECIFICO
3674;1S1025981000100;130;28/09/2020;PACIENTE ESPECIFICO
3675;1M1005531002100;4;9/04/2021;PACIENTE ESPECIFICO
3676;1P1011551000100;117;21/09/2021;PACIENTE ESPECIFICO
3677;1R1000741000100;62;1/03/2022;PACIENTE ESPECIFICO
3678;1P1003401000100;113;29/09/2021;PACIENTE ESPECIFICO
3679;1P1003401000100;113;14/08/2021;PACIENTE ESPECIFICO
3680;1P1003401000100;113;2/10/2020;PACIENTE ESPECIFICO
3681;1P1003401000100;113;8/12/2021;PACIENTE ESPECIFICO
3682;1P1003401000100;113;2/02/2022;PACIENTE ESPECIFICO
3683;1P1003401000100;62;18/07/2020;PACIENTE ESPECIFICO
3684;1F1001691002100;13;26/05/2022;PACIENTE ESPECIFICO
3685;1T1018051000100;64;16/08/2022;PACIENTE ESPECIFICO
3686;1A1000101000102;13;3/08/2021;PACIENTE ESPECIFICO
3687;1P1003401000100;62;12/06/2021;PACIENTE ESPECIFICO
3688;1R1022941000104;104;13/08/2020;PACIENTE ESPECIFICO
3689;1D1023251000100;135;29/07/2021;PACIENTE ESPECIFICO
3690;1R1000741000100;149;18/04/2020;PACIENTE ESPECIFICO
3691;1P1003401000100;62;13/12/2022;PACIENTE ESPECIFICO
3692;1P1001131000100;117;9/04/2022;PACIENTE ESPECIFICO
3693;1A1007581000100;155;21/07/2020;PACIENTE ESPECIFICO
3694;1P1012181003100;64;10/05/2020;PACIENTE ESPECIFICO
3695;1L1003331004100;64;4/03/2021;PACIENTE ESPECIFICO
3696;1L1022261000100;62;1/03/2022;PACIENTE ESPECIFICO
3697;1L1022271000100;62;28/12/2021;PACIENTE ESPECIFICO
3698;1P1011551000100;117;11/02/2022;PACIENTE ESPECIFICO
3699;1P1002831001100;157;4/08/2022;PACIENTE ESPECIFICO
3700;1M1018461000101;155;27/01/2020;PACIENTE ESPECIFICO
3701;1M1001541000100;128;1/03/2021;PACIENTE ESPECIFICO
3702;1N1007041000100;73;2/06/2022;PACIENTE ESPECIFICO
3703;1P1003401000100;62;11/03/2021;PACIENTE ESPECIFICO
3704;1T1025781000100;64;2/03/2021;PACIENTE ESPECIFICO
3705;1T1000591001100;64;25/08/2020;PACIENTE ESPECIFICO
3706;1T1023261001100;64;20/11/2020;PACIENTE ESPECIFICO
3707;1R1000741000100;62;13/09/2022;PACIENTE ESPECIFICO
3708;1A1020721000100;62;20/04/2022;PACIENTE ESPECIFICO
3709;1P1011551000100;117;28/09/2020;PACIENTE ESPECIFICO
3710;1P1003401000100;62;15/08/2022;PACIENTE ESPECIFICO
3711;1C1006141000100;44;4/02/2020;PACIENTE ESPECIFICO
3712;1A1000101000101;13;5/10/2020;PACIENTE ESPECIFICO
3713;1P1000421001100;13;3/11/2021;PACIENTE ESPECIFICO
3714;1U1003271000100;95;14/06/2021;PACIENTE ESPECIFICO
3715;1M1019571000100;53;5/03/2022;PACIENTE ESPECIFICO
3716;1T1000761000101;64;2/11/2021;PACIENTE ESPECIFICO
3717;1E1005681003100;118;25/06/2022;PACIENTE ESPECIFICO
3718;1N1025871000100;13;20/04/2020;PACIENTE ESPECIFICO
3719;1N1025741001100;62;20/11/2022;PACIENTE ESPECIFICO
3720;1A1000141000100;117;16/07/2021;PACIENTE ESPECIFICO
3721;1P1011551000100;117;1/11/2021;PACIENTE ESPECIFICO
3722;1L10033310001101;13;2/07/2021;PACIENTE ESPECIFICO
3723;1P1003401000100;62;31/10/2022;PACIENTE ESPECIFICO
3724;1A1000141000100;117;29/10/2020;PACIENTE ESPECIFICO
3725;1A1001711000100;117;23/08/2021;PACIENTE ESPECIFICO
3726;1P1016471000100;118;26/12/2021;PACIENTE ESPECIFICO
3727;1P1003401000100;62;31/12/2022;PACIENTE ESPECIFICO
3728;1P1003401000100;62;17/08/2022;PACIENTE ESPECIFICO
3729;1L1022271000100;64;6/07/2021;PACIENTE ESPECIFICO
3730;1M1000341000100;155;2/02/2022;PACIENTE ESPECIFICO
3731;1F1007321005100;53;24/07/2021;PACIENTE ESPECIFICO
3732;1F1007321005100;53;15/08/2021;PACIENTE ESPECIFICO
3733;1F1007321005100;53;4/02/2020;PACIENTE ESPECIFICO
3734;1A1000101000103;13;15/02/2020;PACIENTE ESPECIFICO
3735;1M1000341000101;95;2/01/2022;PACIENTE ESPECIFICO
3736;1P1003401000100;62;12/12/2020;PACIENTE ESPECIFICO
3737;2T1004111000100;62;19/08/2020;PACIENTE ESPECIFICO
3738;1F1007471000100;13;16/12/2020;PACIENTE ESPECIFICO
3739;1L1022271000100;62;31/08/2021;PACIENTE ESPECIFICO
3740;1L1018031002101;118;1/05/2021;PACIENTE ESPECIFICO
3741;1I1000121000100;13;29/05/2021;PACIENTE ESPECIFICO
3742;1T1012051000101;3;25/04/2022;PACIENTE ESPECIFICO
3743;2E1024171000100;84;12/11/2020;PACIENTE ESPECIFICO
3744;1H1020081000100;128;30/05/2022;PACIENTE ESPECIFICO
3745;1L1005941000100;75;13/01/2021;PACIENTE ESPECIFICO
3746;1C1019871000100;13;20/01/2021;PACIENTE ESPECIFICO
3747;1P1000421000100;95;21/10/2022;PACIENTE ESPECIFICO
3748;1T1001161001100;110;29/03/2021;PACIENTE ESPECIFICO
3749;1I1024081001100;100;3/06/2020;PACIENTE ESPECIFICO
3750;1C1000151001100;68;17/06/2021;PACIENTE ESPECIFICO
3751;1P1019551001100;68;12/09/2020;PACIENTE ESPECIFICO
3752;1A1001061004100;62;19/01/2021;PACIENTE ESPECIFICO
3753;1P1003401000100;62;14/04/2022;PACIENTE ESPECIFICO
3754;1P1001131000100;117;14/03/2020;PACIENTE ESPECIFICO
3755;1A1000101000102;13;30/03/2020;PACIENTE ESPECIFICO
3756;1A1000101000100;13;14/09/2022;PACIENTE ESPECIFICO
3757;1C1004471000101;155;17/05/2021;PACIENTE ESPECIFICO
3758;1V1014081000100;95;13/01/2020;PACIENTE ESPECIFICO
3759;1D1000331000100;13;17/12/2021;PACIENTE ESPECIFICO
3760;1M1000341000101;13;20/05/2020;PACIENTE ESPECIFICO
3761;1M1000341000100;155;24/07/2020;PACIENTE ESPECIFICO
3762;1S1011611000100;94;23/10/2021;PACIENTE ESPECIFICO
3763;2I1008801000100;31;31/12/2020;PACIENTE ESPECIFICO
3764;2I1008801000100;31;16/06/2020;PACIENTE ESPECIFICO
3765;1P1011551000100;117;24/06/2022;PACIENTE ESPECIFICO
3766;1P1001131000100;117;24/07/2022;PACIENTE ESPECIFICO
3767;1L1008141000100;95;25/12/2020;PACIENTE ESPECIFICO
3768;1M1024471000100;104;16/03/2020;PACIENTE ESPECIFICO
3769;2V1011701000100;94;15/06/2020;PACIENTE ESPECIFICO
3770;1I1006571000100;157;27/08/2021;PACIENTE ESPECIFICO
3771;2A1005801000100;151;25/08/2022;PACIENTE ESPECIFICO
3772;1M1000341000100;68;11/07/2020;PACIENTE ESPECIFICO
3773;1H1007141000100;13;26/01/2020;PACIENTE ESPECIFICO
3774;1H1007141000100;13;15/02/2022;PACIENTE ESPECIFICO
3775;1H1007141000100;13;11/11/2021;PACIENTE ESPECIFICO
3776;1N1025741000100;62;27/04/2020;PACIENTE ESPECIFICO
3777;1L1005941000100;75;2/11/2021;PACIENTE ESPECIFICO
3778;1T1024151003100;142;27/06/2020;PACIENTE ESPECIFICO
3779;1A1025721000100;64;4/08/2020;PACIENTE ESPECIFICO
3780;1S1025711000100;64;26/02/2022;PACIENTE ESPECIFICO
3781;1A1020541000100;114;24/09/2021;PACIENTE ESPECIFICO
3782;1P1011551000100;117;5/07/2021;PACIENTE ESPECIFICO
3783;1D1000031001100;96;11/01/2021;PACIENTE ESPECIFICO
3784;1P1012181003100;64;2/09/2021;PACIENTE ESPECIFICO
3785;1I1000121000100;13;18/11/2022;PACIENTE ESPECIFICO
3786;1P1016471000100;64;26/01/2020;PACIENTE ESPECIFICO
3787;2I1008801000100;31;16/09/2020;PACIENTE ESPECIFICO
3788;1L1001621000100;64;7/03/2021;PACIENTE ESPECIFICO
3789;1T1012841000100;149;9/09/2020;PACIENTE ESPECIFICO
3790;1P1012181003100;64;9/04/2021;PACIENTE ESPECIFICO
3791;1M1006441000100;13;23/11/2020;PACIENTE ESPECIFICO
3792;2A1005801000100;151;25/01/2021;PACIENTE ESPECIFICO
3793;2A1005801000100;151;27/02/2021;PACIENTE ESPECIFICO
3794;2A1005801000100;151;15/02/2020;PACIENTE ESPECIFICO
3795;1L1018031002100;118;14/10/2021;PACIENTE ESPECIFICO
3796;2A1005811000100;151;10/12/2021;PACIENTE ESPECIFICO
3797;2A1005811000100;151;9/02/2022;PACIENTE ESPECIFICO
3798;2A1005811000100;151;3/08/2020;PACIENTE ESPECIFICO
3799;1F1024271000100;4;28/07/2020;PACIENTE ESPECIFICO
3800;1F1024271000100;4;19/06/2020;PACIENTE ESPECIFICO
3801;1V1001401000100;135;21/02/2020;PACIENTE ESPECIFICO
3802;2I1008801000100;31;1/12/2020;PACIENTE ESPECIFICO
3803;1B1024501002100;118;19/12/2021;PACIENTE ESPECIFICO
3804;1L1005651000101;118;31/10/2022;PACIENTE ESPECIFICO
3805;1L1022261000100;62;26/07/2022;PACIENTE ESPECIFICO
3806;2I1008801000100;31;2/12/2022;PACIENTE ESPECIFICO
3807;1P1012181003100;64;19/08/2020;PACIENTE ESPECIFICO
3808;1A1000141000100;117;19/05/2022;PACIENTE ESPECIFICO
3809;1A1001701000100;117;23/12/2021;PACIENTE ESPECIFICO
3810;1F1007321005100;53;1/03/2021;PACIENTE ESPECIFICO
3811;1C1004471000101;118;3/03/2022;PACIENTE ESPECIFICO
3812;1C1004471000101;118;26/04/2020;PACIENTE ESPECIFICO
3813;1F1001591001100;64;17/02/2022;PACIENTE ESPECIFICO
3814;1M1000081000100;149;16/12/2021;PACIENTE ESPECIFICO
3815;1P1016471000100;118;26/09/2021;PACIENTE ESPECIFICO
3816;1P1016471000100;118;23/04/2020;PACIENTE ESPECIFICO
3817;1E1018521000100;64;13/06/2022;PACIENTE ESPECIFICO
3818;1A1006851000100;68;21/11/2020;PACIENTE ESPECIFICO
3819;1M1001541000100;128;9/09/2020;PACIENTE ESPECIFICO
3820;2I1008801000101;31;7/05/2021;PACIENTE ESPECIFICO
3821;1I1024231000100;29;17/07/2022;PACIENTE ESPECIFICO
3822;1P1011551000100;117;15/04/2021;PACIENTE ESPECIFICO
3823;1P1011551000100;117;30/05/2021;PACIENTE ESPECIFICO
3824;1L1005941000100;75;2/10/2021;PACIENTE ESPECIFICO
3825;1L1005941000100;75;18/10/2021;PACIENTE ESPECIFICO
3826;1F1022811001100;149;1/05/2020;PACIENTE ESPECIFICO
3827;1F1022811001100;149;29/06/2022;PACIENTE ESPECIFICO
3828;1L1022261000100;62;21/12/2022;PACIENTE ESPECIFICO
3829;1L1022261000100;62;12/12/2020;PACIENTE ESPECIFICO
3830;1A1020541000100;57;16/04/2022;PACIENTE ESPECIFICO
3831;1M1000831000100;87;5/04/2022;PACIENTE ESPECIFICO
3832;3A1016771001100;13;27/01/2020;PACIENTE ESPECIFICO
3833;1T1001161000100;114;8/01/2021;PACIENTE ESPECIFICO
3834;1L1003331000100;64;1/03/2021;PACIENTE ESPECIFICO
3835;1M1006441000100;154;16/11/2021;PACIENTE ESPECIFICO
3836;1G1024581000100;13;17/08/2021;PACIENTE ESPECIFICO
3837;1L1014421000100;64;28/04/2021;PACIENTE ESPECIFICO
3838;1T1001911000100;13;17/09/2022;PACIENTE ESPECIFICO
3839;1L1003331003100;64;4/05/2020;PACIENTE ESPECIFICO
3840;1F1001691000100;64;21/05/2021;PACIENTE ESPECIFICO
3841;1P1003401000100;62;20/04/2021;PACIENTE ESPECIFICO
3842;1D1023251000100;135;28/11/2022;PACIENTE ESPECIFICO
3843;1C1020321000100;46;13/03/2022;PACIENTE ESPECIFICO
3844;3A1019211000100;64;17/04/2020;PACIENTE ESPECIFICO
3845;1N1022891000101;18;24/09/2021;PACIENTE ESPECIFICO
3846;1A1001071000;149;12/08/2022;PACIENTE ESPECIFICO
3847;1T1023961000100;64;23/04/2022;PACIENTE ESPECIFICO
3848;1P1011551000100;117;11/06/2022;PACIENTE ESPECIFICO
3849;1T1001161003100;149;19/12/2020;PACIENTE ESPECIFICO
3850;1D1000331000100;95;27/08/2020;PACIENTE ESPECIFICO
3851;1A1006851002100;26;24/03/2022;PACIENTE ESPECIFICO
3852;1F1002651000100;29;3/11/2020;PACIENTE ESPECIFICO
3853;1S1007641002100;13;16/02/2020;PACIENTE ESPECIFICO
3854;1N1024161000101;62;15/12/2022;PACIENTE ESPECIFICO
3855;1T1000591000100;24;12/03/2020;PACIENTE ESPECIFICO
3856;1P1000421000100;64;3/07/2020;PACIENTE ESPECIFICO
3857;1P1011551000100;117;11/08/2020;PACIENTE ESPECIFICO
3858;1R1000741000100;62;16/09/2022;PACIENTE ESPECIFICO
3859;1F1007321006100;100;1/03/2020;PACIENTE ESPECIFICO
3860;1L1025421000100;115;26/12/2022;PACIENTE ESPECIFICO
3861;1P1000421001100;62;2/04/2022;PACIENTE ESPECIFICO
3862;1I1001001000100;9;23/11/2020;PACIENTE ESPECIFICO
3863;1C1000151000100;157;24/05/2022;PACIENTE ESPECIFICO
3864;1P1000161000100;157;25/03/2022;PACIENTE ESPECIFICO
3865;1P1000161000100;157;7/10/2020;PACIENTE ESPECIFICO
3866;1C1000151000100;157;25/02/2021;PACIENTE ESPECIFICO
3867;1P1003401000100;62;16/06/2021;PACIENTE ESPECIFICO
3868;1C1001051000100;68;24/12/2021;PACIENTE ESPECIFICO
3869;1P1011551000100;117;7/09/2021;PACIENTE ESPECIFICO
3870;1P1003401000100;62;29/06/2020;PACIENTE ESPECIFICO
3871;1R1000741000100;62;7/06/2022;PACIENTE ESPECIFICO
3872;3A1017471000100;64;6/11/2022;PACIENTE ESPECIFICO
3873;1C1025411000100;104;23/10/2020;PACIENTE ESPECIFICO
3874;2I1008801000101;62;8/04/2020;PACIENTE ESPECIFICO
3875;1P1011551000100;117;17/05/2022;PACIENTE ESPECIFICO
3876;1A1007581000100;155;1/03/2020;PACIENTE ESPECIFICO
3877;1A1020721000102;121;8/01/2022;PACIENTE ESPECIFICO
3878;1A1014981000100;63;8/06/2021;PACIENTE ESPECIFICO
3879;3A1011401000100;13;8/08/2022;PACIENTE ESPECIFICO
3880;3A1011401000100;13;29/12/2022;PACIENTE ESPECIFICO
3881;2I1008801000100;31;14/03/2022;PACIENTE ESPECIFICO
3882;1U1003271000100;46;2/08/2021;PACIENTE ESPECIFICO
3883;1L1001391000100;46;7/03/2021;PACIENTE ESPECIFICO
3884;1D1000331000100;13;1/10/2021;PACIENTE ESPECIFICO
3885;1T1001161001100;110;4/11/2022;PACIENTE ESPECIFICO
3886;2E1024171000100;84;3/03/2022;PACIENTE ESPECIFICO
3887;1T1000591003100;62;7/06/2021;PACIENTE ESPECIFICO
3888;1M1001541000100;128;15/06/2022;PACIENTE ESPECIFICO
3889;2I1008801000101;62;9/12/2021;PACIENTE ESPECIFICO
3890;1E1005681002100;95;20/10/2021;PACIENTE ESPECIFICO
3891;1C1019871000100;95;19/04/2020;PACIENTE ESPECIFICO
3892;2I1008801000100;31;17/09/2020;PACIENTE ESPECIFICO
3893;1P1003401000100;62;18/07/2020;PACIENTE ESPECIFICO
3894;1D1023251000100;135;22/05/2021;PACIENTE ESPECIFICO
3895;1L1008071000100;64;8/03/2022;PACIENTE ESPECIFICO
3896;2I1008801000100;31;2/06/2021;PACIENTE ESPECIFICO
3897;1T1012051000100;3;22/09/2020;PACIENTE ESPECIFICO
3898;1D1001991001100;153;8/08/2020;PACIENTE ESPECIFICO
3899;1C1000151000100;157;3/08/2021;PACIENTE ESPECIFICO
3900;1P1000161000100;157;5/03/2020;PACIENTE ESPECIFICO
3901;1F1007471002100;13;18/03/2020;PACIENTE ESPECIFICO
3902;1N1007461001100;13;15/09/2020;PACIENTE ESPECIFICO
3903;1N1001111000100;64;14/06/2021;PACIENTE ESPECIFICO
3904;1A1004051000100;78;9/06/2022;PACIENTE ESPECIFICO
3905;1T1001911000100;67;2/02/2021;PACIENTE ESPECIFICO
3906;1U1003271000100;46;28/08/2020;PACIENTE ESPECIFICO
3907;1C1006141000100;46;9/07/2022;PACIENTE ESPECIFICO
3908;1M1024181000100;84;8/05/2020;PACIENTE ESPECIFICO
3909;2A1018221000100;62;14/04/2021;PACIENTE ESPECIFICO
3910;1F1002391001100;65;4/10/2022;PACIENTE ESPECIFICO
3911;1F1002391001100;65;12/01/2021;PACIENTE ESPECIFICO
3912;1F1002391001100;65;21/08/2021;PACIENTE ESPECIFICO
3913;1C1019871000100;110;10/07/2021;PACIENTE ESPECIFICO
3914;1D1023251000100;135;20/09/2022;PACIENTE ESPECIFICO
3915;1F1007471000100;13;27/10/2022;PACIENTE ESPECIFICO
3916;1A1000141000100;117;15/10/2022;PACIENTE ESPECIFICO
3917;1F1001691000100;64;21/12/2022;PACIENTE ESPECIFICO
3918;1A1005551001100;62;22/05/2021;PACIENTE ESPECIFICO
3919;1V1019711000106;1;18/01/2020;PACIENTE ESPECIFICO
